source_id,title,description,requirements,company_name,location,salary_range,is_dataset_job
843,Digital Product User Persona Developer,"Create profiles for online tool users
Industry: Technology",Persona Development; Research; Communication; Technology; Creativity,__DATASET__::Technology,Unknown,Average paying,True
844,Remote Digital Marketing Automation Lead,"Oversee online campaign workflows
Industry: Marketing",Automation; Marketing; Technology; Communication; Project Management,__DATASET__::Marketing,Unknown,High paying,True
845,Online Community Content Scheduler,"Plan posts for digital groups
Industry: Technology",Content Scheduling; Community Management; Communication; Technology; Organization,__DATASET__::Technology,Unknown,Average paying,True
846,Remote Technical Support Quality Lead,"Audit help desk performance
Industry: Technology",Quality Assurance; Technical Support; Communication; Technology; Reporting,__DATASET__::Technology,Unknown,Average paying,True
847,Digital Product User Testing Coordinator,"Organize online usability studies
Industry: Technology",User Testing; Project Management; Communication; Technology; Reporting,__DATASET__::Technology,Unknown,Average paying,True
848,Remote Employee Wellness Survey Designer,"Create digital health questionnaires
Industry: Human Resources",Survey Design; Wellness; HR; Communication; Technology,__DATASET__::Human Resources,Unknown,Average paying,True
849,Online Product Feature Documentation Writer,"Describe new digital tool functions
Industry: Technology",Documentation; Writing; Technology; Communication; Organization,__DATASET__::Technology,Unknown,Average paying,True
850,Remote Digital Brand Campaign Analyst,"Study results of online promotions
Industry: Marketing",Analytics; Marketing; Reporting; Communication; Technology,__DATASET__::Marketing,Unknown,Average paying,True
851,Remote Podcast Editor,"Edit and produce audio for remote podcast teams
Industry: Media & Publishing",Audio Editing; Podcast Production; Communication; Technology; Attention to Detail,__DATASET__::Media & Publishing,Unknown,Average paying,True
852,Online Sustainability Course Instructor,"Teach environmental topics via digital platforms
Industry: Education",Teaching; Environmental Science; Communication; Technology; Curriculum Design,__DATASET__::Education,Unknown,Average paying,True
853,Remote Digital Illustration Artist,"Create illustrations for online media and brands
Industry: Media & Publishing",Digital Art; Creativity; Communication; Technology; Branding,__DATASET__::Media & Publishing,Unknown,Average paying,True
854,Virtual Reality Tour Guide,"Lead immersive tours in VR environments
Industry: Tourism",VR Technology; Communication; Storytelling; Customer Service; Creativity,__DATASET__::Tourism,Unknown,Average paying,True
855,Remote SaaS Implementation Specialist,"Help clients set up and use SaaS products
Industry: Technology",Technical Support; SaaS; Communication; Training; Project Management,__DATASET__::Technology,Unknown,Average paying,True
856,Online Coding Bootcamp Mentor,"Guide students through intensive programming courses
Industry: Education",Programming; Mentoring; Communication; Technology; Problem Solving,__DATASET__::Education,Unknown,Average paying,True
857,Remote Digital PR Specialist,"Manage public relations for online brands
Industry: Marketing",PR Strategy; Communication; Digital Media; Writing; Analytics,__DATASET__::Marketing,Unknown,Average paying,True
858,Online Marketplace Fraud Analyst,"Detect and prevent fraud on e-commerce platforms
Industry: Technology",Fraud Detection; Data Analysis; E-commerce; Communication; Investigation,__DATASET__::Technology,Unknown,Average paying,True
859,Remote Digital Accessibility Advocate,"Promote accessible design in virtual spaces
Industry: Technology",Accessibility; Advocacy; Communication; Technology; UX,__DATASET__::Technology,Unknown,Average paying,True
860,Online Nutrition Coach,"Provide dietary advice via digital platforms
Industry: Healthcare",Nutrition; Coaching; Communication; Technology; Motivation,__DATASET__::Healthcare,Unknown,Average paying,True
861,Remote Digital Advertising Buyer,"Purchase and optimize online ad placements
Industry: Marketing",Advertising; Analytics; Negotiation; Communication; Technology,__DATASET__::Marketing,Unknown,Average paying,True
862,Online Language Assessment Specialist,"Develop and score digital language proficiency tests
Industry: Education",Assessment; Linguistics; Communication; Technology; Data Analysis,__DATASET__::Education,Unknown,Average paying,True
863,Remote Digital Fundraising Strategist,"Plan and execute online giving campaigns
Industry: Nonprofit",Fundraising; Digital Strategy; Communication; Analytics; Project Management,__DATASET__::Nonprofit,Unknown,Average paying,True
864,Online Customer Insights Survey Designer,"Create and analyze digital customer surveys
Industry: Marketing",Survey Design; Analytics; Communication; Technology; Reporting,__DATASET__::Marketing,Unknown,Average paying,True
865,Remote Digital Event Ticketing Manager,"Oversee ticket sales for virtual events
Industry: Event Planning",Ticketing Systems; Event Management; Communication; Technology; Customer Service,__DATASET__::Event Planning,Unknown,Average paying,True
866,Online Digital Rights Manager,"Protect and manage intellectual property online
Industry: Legal Services",IP Law; Digital Media; Communication; Technology; Compliance,__DATASET__::Legal Services,Unknown,Average paying,True
867,Remote Digital Product Demo Host,"Present product features to online audiences
Industry: Sales",Presentation; Product Knowledge; Communication; Technology; Sales,__DATASET__::Sales,Unknown,Average paying,True
868,Online Digital Art Instructor,"Teach art techniques via digital platforms
Industry: Education",Art Instruction; Digital Tools; Communication; Creativity; Technology,__DATASET__::Education,Unknown,Average paying,True
869,Remote Digital Community Safety Lead,"Develop and enforce safety policies for online groups
Industry: Technology",Community Management; Safety Protocols; Communication; Technology; Policy Writing,__DATASET__::Technology,Unknown,Average paying,True
870,Online Digital Brand Licensing Coordinator,"Manage licensing agreements for online brands
Industry: Marketing",Licensing; Contract Management; Communication; Technology; Negotiation,__DATASET__::Marketing,Unknown,Average paying,True
871,Remote Digital Customer Onboarding Lead,"Guide new users through digital product setup
Industry: Technology",Onboarding; Customer Service; Communication; Technology; Training,__DATASET__::Technology,Unknown,Average paying,True
872,Online Digital Product QA Lead,"Oversee quality assurance for online tools
Industry: Technology",QA Testing; Technology; Communication; Leadership; Reporting,__DATASET__::Technology,Unknown,Average paying,True
873,Remote Digital Content Planner,"Strategize and schedule online content releases
Industry: Media & Publishing",Content Strategy; Planning; Communication; Technology; Organization,__DATASET__::Media & Publishing,Unknown,Average paying,True
874,Online Digital Brand Researcher,"Study trends and competitors in online branding
Industry: Marketing",Market Research; Analytics; Communication; Technology; Reporting,__DATASET__::Marketing,Unknown,Average paying,True
875,Remote Digital Product Launch Analyst,"Analyze and report on virtual product launches
Industry: Technology",Analytics; Product Management; Communication; Technology; Reporting,__DATASET__::Technology,Unknown,Average paying,True
876,Online Digital Customer Training Lead,"Develop and deliver online training for customers
Industry: Technology",Training; Communication; Technology; Curriculum Design; Customer Service,__DATASET__::Technology,Unknown,Average paying,True
877,Remote Digital Brand Engagement Analyst,"Track and improve online brand engagement
Industry: Marketing",Analytics; Engagement Strategy; Communication; Technology; Reporting,__DATASET__::Marketing,Unknown,Average paying,True
878,Online Digital Product Security Analyst,"Monitor and report on digital product security
Industry: Technology",Security Analysis; Technology; Communication; Reporting; Risk Assessment,__DATASET__::Technology,Unknown,High paying,True
879,Remote Digital Product Feedback Lead,"Manage user feedback for online products
Industry: Technology",Feedback Management; Communication; Technology; Analytics; Reporting,__DATASET__::Technology,Unknown,Average paying,True
880,Online Digital Brand Content Strategist,"Plan and oversee online brand content
Industry: Marketing",Content Strategy; Branding; Communication; Technology; Analytics,__DATASET__::Marketing,Unknown,Average paying,True
881,Remote Digital Product Support Lead,"Oversee support operations for digital products
Industry: Technology",Support Management; Communication; Technology; Leadership; Problem Solving,__DATASET__::Technology,Unknown,Average paying,True
882,Online Digital Brand Analytics Lead,"Lead analytics for online brand performance
Industry: Marketing",Analytics; Branding; Communication; Technology; Reporting,__DATASET__::Marketing,Unknown,High paying,True
883,Remote Digital Product Marketing Lead,"Direct marketing for digital products
Industry: Marketing",Marketing Strategy; Product Marketing; Communication; Technology; Analytics,__DATASET__::Marketing,Unknown,High paying,True
